 1_AMB_TEMP, 2_AMB_TEMP, 3_AMB_TEMP, 4_AMB_TEMP, 5_AMB_TEMP, 6_AMB_TEMP, 7_AMB_TEMP, 8_AMB_TEMP, 9_AMB_TEMP, 1_CH4, 2_CH4, 3_CH4, 4_CH4, 5_CH4, 6_CH4, 7_CH4, 8_CH4, 9_CH4, 1_CO, 2_CO, 3_CO, 4_CO, 5_CO, 6_CO, 7_CO, 8_CO, 9_CO, 1_NMHC, 2_NMHC, 3_NMHC, 4_NMHC, 5_NMHC, 6_NMHC, 7_NMHC, 8_NMHC, 9_NMHC, 1_NO, 2_NO, 3_NO, 4_NO, 5_NO, 6_NO, 7_NO, 8_NO, 9_NO, 1_NO2, 2_NO2, 3_NO2, 4_NO2, 5_NO2, 6_NO2, 7_NO2, 8_NO2, 9_NO2, 1_NOx, 2_NOx, 3_NOx, 4_NOx, 5_NOx, 6_NOx, 7_NOx, 8_NOx, 9_NOx, 1_O3, 2_O3, 3_O3, 4_O3, 5_O3, 6_O3, 7_O3, 8_O3, 9_O3, 1_PM10, 2_PM10, 3_PM10, 4_PM10, 5_PM10, 6_PM10, 7_PM10, 8_PM10, 9_PM10, 1_PM2.5, 2_PM2.5, 3_PM2.5, 4_PM2.5, 5_PM2.5, 6_PM2.5, 7_PM2.5, 8_PM2.5, 9_PM2.5, 1_RAINFALL, 2_RAINFALL, 3_RAINFALL, 4_RAINFALL, 5_RAINFALL, 6_RAINFALL, 7_RAINFALL, 8_RAINFALL, 9_RAINFALL, 1_RH, 2_RH, 3_RH, 4_RH, 5_RH, 6_RH, 7_RH, 8_RH, 9_RH, 1_SO2, 2_SO2, 3_SO2, 4_SO2, 5_SO2, 6_SO2, 7_SO2, 8_SO2, 9_SO2, 1_THC, 2_THC, 3_THC, 4_THC, 5_THC, 6_THC, 7_THC, 8_THC, 9_THC, 1_WD_HR, 2_WD_HR, 3_WD_HR, 4_WD_HR, 5_WD_HR, 6_WD_HR, 7_WD_HR, 8_WD_HR, 9_WD_HR, 1_WIND_DIREC, 2_WIND_DIREC, 3_WIND_DIREC, 4_WIND_DIREC, 5_WIND_DIREC, 6_WIND_DIREC, 7_WIND_DIREC, 8_WIND_DIREC, 9_WIND_DIREC, 1_WIND_SPEED, 2_WIND_SPEED, 3_WIND_SPEED, 4_WIND_SPEED, 5_WIND_SPEED, 6_WIND_SPEED, 7_WIND_SPEED, 8_WIND_SPEED, 9_WIND_SPEED, 1_WS_HR, 2_WS_HR, 3_WS_HR, 4_WS_HR, 5_WS_HR, 6_WS_HR, 7_WS_HR, 8_WS_HR, 9_WS_HR,10_PM2.5
16.0,17.0,18.0,18.0,17.0,15.0,15.0,14.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.38,0.38,0.4,0.37,0.35,0.32,0.37,0.45,0.42,0.11,0.1,0.13,0.15,0.13,0.1,0.13,0.21,0.18,2.3,2.9,2.9,2.5,1.9,1.8,1.2,1.1,0.8,6.9,7.9,8.9,9.1,9.0,8.9,10.0,12.0,12.0,9.2,11.0,12.0,12.0,11.0,11.0,12.0,14.0,13.0,33.0,35.0,40.0,41.0,39.0,38.0,36.0,32.0,30.0,30.0,25.0,33.0,35.0,53.0,56.0,61.0,61.0,55.0,8.0,21.0,17.0,23.0,18.0,29.0,38.0,43.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,67.0,63.0,62.0,65.0,71.0,74.0,75.0,76.0,1.2,1.2,1.6,1.8,1.5,1.2,1.0,1.0,0.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.0,2.0,74.0,68.0,97.0,104.0,91.0,97.0,93.0,24.0,75.0,199.0,353.0,92.0,189.0,88.0,98.0,41.0,44.0,89.0,3.3,3.1,3.5,3.0,3.0,2.7,2.5,1.7,2.4,0.7,0.7,0.7,0.4,1.0,1.5,0.7,0.2,0.5,48.0
17.0,18.0,18.0,17.0,15.0,15.0,14.0,14.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.38,0.4,0.37,0.35,0.32,0.37,0.45,0.42,0.46,0.1,0.13,0.15,0.13,0.1,0.13,0.21,0.18,0.15,2.9,2.9,2.5,1.9,1.8,1.2,1.1,0.8,0.9,7.9,8.9,9.1,9.0,8.9,10.0,12.0,12.0,10.0,11.0,12.0,12.0,11.0,11.0,12.0,14.0,13.0,11.0,35.0,40.0,41.0,39.0,38.0,36.0,32.0,30.0,30.0,25.0,33.0,35.0,53.0,56.0,61.0,61.0,55.0,47.0,21.0,17.0,23.0,18.0,29.0,38.0,43.0,44.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,63.0,62.0,65.0,71.0,74.0,75.0,76.0,77.0,1.2,1.6,1.8,1.5,1.2,1.0,1.0,0.9,1.0,1.9,1.9,1.9,1.9,1.9,1.9,2.0,2.0,1.9,68.0,97.0,104.0,91.0,97.0,93.0,24.0,75.0,73.0,353.0,92.0,189.0,88.0,98.0,41.0,44.0,89.0,77.0,3.1,3.5,3.0,3.0,2.7,2.5,1.7,2.4,1.7,0.7,0.7,0.4,1.0,1.5,0.7,0.2,0.5,0.7,47.0
18.0,18.0,17.0,15.0,15.0,14.0,14.0,14.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.4,0.37,0.35,0.32,0.37,0.45,0.42,0.46,0.46,0.13,0.15,0.13,0.1,0.13,0.21,0.18,0.15,0.14,2.9,2.5,1.9,1.8,1.2,1.1,0.8,0.9,0.6,8.9,9.1,9.0,8.9,10.0,12.0,12.0,10.0,11.0,12.0,12.0,11.0,11.0,12.0,14.0,13.0,11.0,11.0,40.0,41.0,39.0,38.0,36.0,32.0,30.0,30.0,29.0,33.0,35.0,53.0,56.0,61.0,61.0,55.0,47.0,42.0,17.0,23.0,18.0,29.0,38.0,43.0,44.0,48.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,62.0,65.0,71.0,74.0,75.0,76.0,77.0,77.0,1.6,1.8,1.5,1.2,1.0,1.0,0.9,1.0,0.9,1.9,1.9,1.9,1.9,1.9,2.0,2.0,1.9,1.9,97.0,104.0,91.0,97.0,93.0,24.0,75.0,73.0,69.0,92.0,189.0,88.0,98.0,41.0,44.0,89.0,77.0,64.0,3.5,3.0,3.0,2.7,2.5,1.7,2.4,1.7,2.1,0.7,0.4,1.0,1.5,0.7,0.2,0.5,0.7,1.0,36.0
18.0,17.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.37,0.35,0.32,0.37,0.45,0.42,0.46,0.46,0.42,0.15,0.13,0.1,0.13,0.21,0.18,0.15,0.14,0.15,2.5,1.9,1.8,1.2,1.1,0.8,0.9,0.6,0.5,9.1,9.0,8.9,10.0,12.0,12.0,10.0,11.0,7.1,12.0,11.0,11.0,12.0,14.0,13.0,11.0,11.0,7.5,41.0,39.0,38.0,36.0,32.0,30.0,30.0,29.0,32.0,35.0,53.0,56.0,61.0,61.0,55.0,47.0,42.0,34.0,23.0,18.0,29.0,38.0,43.0,44.0,48.0,47.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,65.0,71.0,74.0,75.0,76.0,77.0,77.0,76.0,1.8,1.5,1.2,1.0,1.0,0.9,1.0,0.9,0.5,1.9,1.9,1.9,1.9,2.0,2.0,1.9,1.9,1.9,104.0,91.0,97.0,93.0,24.0,75.0,73.0,69.0,53.0,189.0,88.0,98.0,41.0,44.0,89.0,77.0,64.0,29.0,3.0,3.0,2.7,2.5,1.7,2.4,1.7,2.1,1.4,0.4,1.0,1.5,0.7,0.2,0.5,0.7,1.0,1.1,25.0
17.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.35,0.32,0.37,0.45,0.42,0.46,0.46,0.42,0.45,0.13,0.1,0.13,0.21,0.18,0.15,0.14,0.15,0.14,1.9,1.8,1.2,1.1,0.8,0.9,0.6,0.5,0.6,9.0,8.9,10.0,12.0,12.0,10.0,11.0,7.1,8.7,11.0,11.0,12.0,14.0,13.0,11.0,11.0,7.5,9.3,39.0,38.0,36.0,32.0,30.0,30.0,29.0,32.0,28.0,53.0,56.0,61.0,61.0,55.0,47.0,42.0,34.0,34.0,18.0,29.0,38.0,43.0,44.0,48.0,47.0,36.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,71.0,74.0,75.0,76.0,77.0,77.0,76.0,78.0,1.5,1.2,1.0,1.0,0.9,1.0,0.9,0.5,0.6,1.9,1.9,1.9,2.0,2.0,1.9,1.9,1.9,1.9,91.0,97.0,93.0,24.0,75.0,73.0,69.0,53.0,55.0,88.0,98.0,41.0,44.0,89.0,77.0,64.0,29.0,55.0,3.0,2.7,2.5,1.7,2.4,1.7,2.1,1.4,1.8,1.0,1.5,0.7,0.2,0.5,0.7,1.0,1.1,0.8,23.0
15.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.32,0.37,0.45,0.42,0.46,0.46,0.42,0.45,0.41,0.1,0.13,0.21,0.18,0.15,0.14,0.15,0.14,0.11,1.8,1.2,1.1,0.8,0.9,0.6,0.5,0.6,0.7,8.9,10.0,12.0,12.0,10.0,11.0,7.1,8.7,6.2,11.0,12.0,14.0,13.0,11.0,11.0,7.5,9.3,6.9,38.0,36.0,32.0,30.0,30.0,29.0,32.0,28.0,31.0,56.0,61.0,61.0,55.0,47.0,42.0,34.0,34.0,38.0,29.0,38.0,43.0,44.0,48.0,47.0,36.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,74.0,75.0,76.0,77.0,77.0,76.0,78.0,78.0,1.2,1.0,1.0,0.9,1.0,0.9,0.5,0.6,0.4,1.9,1.9,2.0,2.0,1.9,1.9,1.9,1.9,1.9,97.0,93.0,24.0,75.0,73.0,69.0,53.0,55.0,57.0,98.0,41.0,44.0,89.0,77.0,64.0,29.0,55.0,28.0,2.7,2.5,1.7,2.4,1.7,2.1,1.4,1.8,2.1,1.5,0.7,0.2,0.5,0.7,1.0,1.1,0.8,1.2,29.0
15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.37,0.45,0.42,0.46,0.46,0.42,0.45,0.41,0.43,0.13,0.21,0.18,0.15,0.14,0.15,0.14,0.11,0.13,1.2,1.1,0.8,0.9,0.6,0.5,0.6,0.7,0.6,10.0,12.0,12.0,10.0,11.0,7.1,8.7,6.2,6.3,12.0,14.0,13.0,11.0,11.0,7.5,9.3,6.9,6.8,36.0,32.0,30.0,30.0,29.0,32.0,28.0,31.0,26.0,61.0,61.0,55.0,47.0,42.0,34.0,34.0,38.0,41.0,38.0,43.0,44.0,48.0,47.0,36.0,25.0,23.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,75.0,76.0,77.0,77.0,76.0,78.0,78.0,80.0,1.0,1.0,0.9,1.0,0.9,0.5,0.6,0.4,0.2,1.9,2.0,2.0,1.9,1.9,1.9,1.9,1.9,1.9,93.0,24.0,75.0,73.0,69.0,53.0,55.0,57.0,54.0,41.0,44.0,89.0,77.0,64.0,29.0,55.0,28.0,66.0,2.5,1.7,2.4,1.7,2.1,1.4,1.8,2.1,1.8,0.7,0.2,0.5,0.7,1.0,1.1,0.8,1.2,0.8,23.0
14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.45,0.42,0.46,0.46,0.42,0.45,0.41,0.43,0.38,0.21,0.18,0.15,0.14,0.15,0.14,0.11,0.13,0.12,1.1,0.8,0.9,0.6,0.5,0.6,0.7,0.6,0.6,12.0,12.0,10.0,11.0,7.1,8.7,6.2,6.3,4.3,14.0,13.0,11.0,11.0,7.5,9.3,6.9,6.8,4.9,32.0,30.0,30.0,29.0,32.0,28.0,31.0,26.0,30.0,61.0,55.0,47.0,42.0,34.0,34.0,38.0,41.0,39.0,43.0,44.0,48.0,47.0,36.0,25.0,23.0,29.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,76.0,77.0,77.0,76.0,78.0,78.0,80.0,79.0,1.0,0.9,1.0,0.9,0.5,0.6,0.4,0.2,5.5,2.0,2.0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,24.0,75.0,73.0,69.0,53.0,55.0,57.0,54.0,58.0,44.0,89.0,77.0,64.0,29.0,55.0,28.0,66.0,29.0,1.7,2.4,1.7,2.1,1.4,1.8,2.1,1.8,1.1,0.2,0.5,0.7,1.0,1.1,0.8,1.2,0.8,1.0,21.0
14.0,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.42,0.46,0.46,0.42,0.45,0.41,0.43,0.38,0.39,0.18,0.15,0.14,0.15,0.14,0.11,0.13,0.12,0.1,0.8,0.9,0.6,0.5,0.6,0.7,0.6,0.6,0.5,12.0,10.0,11.0,7.1,8.7,6.2,6.3,4.3,3.7,13.0,11.0,11.0,7.5,9.3,6.9,6.8,4.9,4.2,30.0,30.0,29.0,32.0,28.0,31.0,26.0,30.0,29.0,55.0,47.0,42.0,34.0,34.0,38.0,41.0,39.0,26.0,44.0,48.0,47.0,36.0,25.0,23.0,29.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,77.0,77.0,76.0,78.0,78.0,80.0,79.0,80.0,0.9,1.0,0.9,0.5,0.6,0.4,0.2,5.5,5.6,2.0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,75.0,73.0,69.0,53.0,55.0,57.0,54.0,58.0,59.0,89.0,77.0,64.0,29.0,55.0,28.0,66.0,29.0,57.0,2.4,1.7,2.1,1.4,1.8,2.1,1.8,1.1,1.7,0.5,0.7,1.0,1.1,0.8,1.2,0.8,1.0,1.1,21.0
14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.46,0.46,0.42,0.45,0.41,0.43,0.38,0.39,0.36,0.15,0.14,0.15,0.14,0.11,0.13,0.12,0.1,0.1,0.9,0.6,0.5,0.6,0.7,0.6,0.6,0.5,0.4,10.0,11.0,7.1,8.7,6.2,6.3,4.3,3.7,5.0,11.0,11.0,7.5,9.3,6.9,6.8,4.9,4.2,5.4,30.0,29.0,32.0,28.0,31.0,26.0,30.0,29.0,29.0,47.0,42.0,34.0,34.0,38.0,41.0,39.0,26.0,25.0,48.0,47.0,36.0,25.0,23.0,29.0,23.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,76.0,78.0,78.0,80.0,79.0,80.0,81.0,1.0,0.9,0.5,0.6,0.4,0.2,5.5,5.6,5.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,73.0,69.0,53.0,55.0,57.0,54.0,58.0,59.0,60.0,77.0,64.0,29.0,55.0,28.0,66.0,29.0,57.0,102.0,1.7,2.1,1.4,1.8,2.1,1.8,1.1,1.7,2.6,0.7,1.0,1.1,0.8,1.2,0.8,1.0,1.1,0.5,30.0
14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.46,0.42,0.45,0.41,0.43,0.38,0.39,0.36,0.27,0.14,0.15,0.14,0.11,0.13,0.12,0.1,0.1,0.06,0.6,0.5,0.6,0.7,0.6,0.6,0.5,0.4,0.6,11.0,7.1,8.7,6.2,6.3,4.3,3.7,5.0,6.4,11.0,7.5,9.3,6.9,6.8,4.9,4.2,5.4,7.0,29.0,32.0,28.0,31.0,26.0,30.0,29.0,29.0,32.0,42.0,34.0,34.0,38.0,41.0,39.0,26.0,25.0,36.0,47.0,36.0,25.0,23.0,29.0,23.0,21.0,21.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,76.0,78.0,78.0,80.0,79.0,80.0,81.0,85.0,0.9,0.5,0.6,0.4,0.2,5.5,5.6,5.8,6.3,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,69.0,53.0,55.0,57.0,54.0,58.0,59.0,60.0,87.0,64.0,29.0,55.0,28.0,66.0,29.0,57.0,102.0,81.0,2.1,1.4,1.8,2.1,1.8,1.1,1.7,2.6,2.4,1.0,1.1,0.8,1.2,0.8,1.0,1.1,0.5,1.4,26.0
14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.42,0.45,0.41,0.43,0.38,0.39,0.36,0.27,0.26,0.15,0.14,0.11,0.13,0.12,0.1,0.1,0.06,0.1,0.5,0.6,0.7,0.6,0.6,0.5,0.4,0.6,0.6,7.1,8.7,6.2,6.3,4.3,3.7,5.0,6.4,5.2,7.5,9.3,6.9,6.8,4.9,4.2,5.4,7.0,5.8,32.0,28.0,31.0,26.0,30.0,29.0,29.0,32.0,35.0,34.0,34.0,38.0,41.0,39.0,26.0,25.0,36.0,37.0,36.0,25.0,23.0,29.0,23.0,21.0,21.0,30.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,78.0,78.0,80.0,79.0,80.0,81.0,85.0,85.0,0.5,0.6,0.4,0.2,5.5,5.6,5.8,6.3,6.0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.9,53.0,55.0,57.0,54.0,58.0,59.0,60.0,87.0,95.0,29.0,55.0,28.0,66.0,29.0,57.0,102.0,81.0,102.0,1.4,1.8,2.1,1.8,1.1,1.7,2.6,2.4,3.4,1.1,0.8,1.2,0.8,1.0,1.1,0.5,1.4,0.6,26.0
14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.45,0.41,0.43,0.38,0.39,0.36,0.27,0.26,0.26,0.14,0.11,0.13,0.12,0.1,0.1,0.06,0.1,0.06,0.6,0.7,0.6,0.6,0.5,0.4,0.6,0.6,0.9,8.7,6.2,6.3,4.3,3.7,5.0,6.4,5.2,5.3,9.3,6.9,6.8,4.9,4.2,5.4,7.0,5.8,6.2,28.0,31.0,26.0,30.0,29.0,29.0,32.0,35.0,37.0,34.0,38.0,41.0,39.0,26.0,25.0,36.0,37.0,40.0,25.0,23.0,29.0,23.0,21.0,21.0,30.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,80.0,79.0,80.0,81.0,85.0,85.0,84.0,0.6,0.4,0.2,5.5,5.6,5.8,6.3,6.0,6.0,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.9,1.8,55.0,57.0,54.0,58.0,59.0,60.0,87.0,95.0,84.0,55.0,28.0,66.0,29.0,57.0,102.0,81.0,102.0,97.0,1.8,2.1,1.8,1.1,1.7,2.6,2.4,3.4,2.3,0.8,1.2,0.8,1.0,1.1,0.5,1.4,0.6,1.4,26.0
14.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.41,0.43,0.38,0.39,0.36,0.27,0.26,0.26,0.28,0.11,0.13,0.12,0.1,0.1,0.06,0.1,0.06,0.06,0.7,0.6,0.6,0.5,0.4,0.6,0.6,0.9,1.0,6.2,6.3,4.3,3.7,5.0,6.4,5.2,5.3,6.1,6.9,6.8,4.9,4.2,5.4,7.0,5.8,6.2,7.1,31.0,26.0,30.0,29.0,29.0,32.0,35.0,37.0,37.0,38.0,41.0,39.0,26.0,25.0,36.0,37.0,40.0,36.0,23.0,29.0,23.0,21.0,21.0,30.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,80.0,79.0,80.0,81.0,85.0,85.0,84.0,82.0,0.4,0.2,5.5,5.6,5.8,6.3,6.0,6.0,5.9,1.9,1.9,1.9,1.9,1.9,1.8,1.9,1.8,1.8,57.0,54.0,58.0,59.0,60.0,87.0,95.0,84.0,64.0,28.0,66.0,29.0,57.0,102.0,81.0,102.0,97.0,55.0,2.1,1.8,1.1,1.7,2.6,2.4,3.4,2.3,5.4,1.2,0.8,1.0,1.1,0.5,1.4,0.6,1.4,3.4,23.0
13.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.43,0.38,0.39,0.36,0.27,0.26,0.26,0.28,0.26,0.13,0.12,0.1,0.1,0.06,0.1,0.06,0.06,0.05,0.6,0.6,0.5,0.4,0.6,0.6,0.9,1.0,1.3,6.3,4.3,3.7,5.0,6.4,5.2,5.3,6.1,4.5,6.8,4.9,4.2,5.4,7.0,5.8,6.2,7.1,5.8,26.0,30.0,29.0,29.0,32.0,35.0,37.0,37.0,37.0,41.0,39.0,26.0,25.0,36.0,37.0,40.0,36.0,38.0,29.0,23.0,21.0,21.0,30.0,26.0,26.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,79.0,80.0,81.0,85.0,85.0,84.0,82.0,77.0,0.2,5.5,5.6,5.8,6.3,6.0,6.0,5.9,5.6,1.9,1.9,1.9,1.9,1.8,1.9,1.8,1.8,1.8,54.0,58.0,59.0,60.0,87.0,95.0,84.0,64.0,59.0,66.0,29.0,57.0,102.0,81.0,102.0,97.0,55.0,55.0,1.8,1.1,1.7,2.6,2.4,3.4,2.3,5.4,4.2,0.8,1.0,1.1,0.5,1.4,0.6,1.4,3.4,3.9,16.0
14.0,14.0,14.0,14.0,14.0,13.0,13.0,14.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.38,0.39,0.36,0.27,0.26,0.26,0.28,0.26,0.28,0.12,0.1,0.1,0.06,0.1,0.06,0.06,0.05,0.09,0.6,0.5,0.4,0.6,0.6,0.9,1.0,1.3,1.9,4.3,3.7,5.0,6.4,5.2,5.3,6.1,4.5,6.8,4.9,4.2,5.4,7.0,5.8,6.2,7.1,5.8,8.6,30.0,29.0,29.0,32.0,35.0,37.0,37.0,37.0,35.0,39.0,26.0,25.0,36.0,37.0,40.0,36.0,38.0,43.0,23.0,21.0,21.0,30.0,26.0,26.0,26.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,80.0,81.0,85.0,85.0,84.0,82.0,77.0,73.0,5.5,5.6,5.8,6.3,6.0,6.0,5.9,5.6,5.5,1.9,1.9,1.9,1.8,1.9,1.8,1.8,1.8,1.9,58.0,59.0,60.0,87.0,95.0,84.0,64.0,59.0,79.0,29.0,57.0,102.0,81.0,102.0,97.0,55.0,55.0,89.0,1.1,1.7,2.6,2.4,3.4,2.3,5.4,4.2,2.9,1.0,1.1,0.5,1.4,0.6,1.4,3.4,3.9,1.6,4.0
14.0,14.0,14.0,14.0,13.0,13.0,14.0,14.0,15.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.39,0.36,0.27,0.26,0.26,0.28,0.26,0.28,0.28,0.1,0.1,0.06,0.1,0.06,0.06,0.05,0.09,0.07,0.5,0.4,0.6,0.6,0.9,1.0,1.3,1.9,1.7,3.7,5.0,6.4,5.2,5.3,6.1,4.5,6.8,5.6,4.2,5.4,7.0,5.8,6.2,7.1,5.8,8.6,7.3,29.0,29.0,32.0,35.0,37.0,37.0,37.0,35.0,37.0,26.0,25.0,36.0,37.0,40.0,36.0,38.0,43.0,36.0,21.0,21.0,30.0,26.0,26.0,26.0,23.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,81.0,85.0,85.0,84.0,82.0,77.0,73.0,71.0,5.6,5.8,6.3,6.0,6.0,5.9,5.6,5.5,1.4,1.9,1.9,1.8,1.9,1.8,1.8,1.8,1.9,1.8,59.0,60.0,87.0,95.0,84.0,64.0,59.0,79.0,61.0,57.0,102.0,81.0,102.0,97.0,55.0,55.0,89.0,66.0,1.7,2.6,2.4,3.4,2.3,5.4,4.2,2.9,3.7,1.1,0.5,1.4,0.6,1.4,3.4,3.9,1.6,3.8,6.0
14.0,14.0,14.0,13.0,13.0,14.0,14.0,15.0,15.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.36,0.27,0.26,0.26,0.28,0.26,0.28,0.28,0.31,0.1,0.06,0.1,0.06,0.06,0.05,0.09,0.07,0.15,0.4,0.6,0.6,0.9,1.0,1.3,1.9,1.7,1.8,5.0,6.4,5.2,5.3,6.1,4.5,6.8,5.6,6.9,5.4,7.0,5.8,6.2,7.1,5.8,8.6,7.3,8.6,29.0,32.0,35.0,37.0,37.0,37.0,35.0,37.0,36.0,25.0,36.0,37.0,40.0,36.0,38.0,43.0,36.0,34.0,21.0,30.0,26.0,26.0,26.0,23.0,16.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,85.0,85.0,84.0,82.0,77.0,73.0,71.0,70.0,5.8,6.3,6.0,6.0,5.9,5.6,5.5,1.4,1.5,1.9,1.8,1.9,1.8,1.8,1.8,1.9,1.8,1.9,60.0,87.0,95.0,84.0,64.0,59.0,79.0,61.0,216.0,102.0,81.0,102.0,97.0,55.0,55.0,89.0,66.0,275.0,2.6,2.4,3.4,2.3,5.4,4.2,2.9,3.7,3.3,0.5,1.4,0.6,1.4,3.4,3.9,1.6,3.8,0.2,6.0
14.0,14.0,13.0,13.0,14.0,14.0,15.0,15.0,14.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.27,0.26,0.26,0.28,0.26,0.28,0.28,0.31,0.31,0.06,0.1,0.06,0.06,0.05,0.09,0.07,0.15,0.11,0.6,0.6,0.9,1.0,1.3,1.9,1.7,1.8,2.1,6.4,5.2,5.3,6.1,4.5,6.8,5.6,6.9,7.6,7.0,5.8,6.2,7.1,5.8,8.6,7.3,8.6,9.7,32.0,35.0,37.0,37.0,37.0,35.0,37.0,36.0,37.0,36.0,37.0,40.0,36.0,38.0,43.0,36.0,34.0,32.0,30.0,26.0,26.0,26.0,23.0,16.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,84.0,82.0,77.0,73.0,71.0,70.0,72.0,6.3,6.0,6.0,5.9,5.6,5.5,1.4,1.5,1.3,1.8,1.9,1.8,1.8,1.8,1.9,1.8,1.9,1.9,87.0,95.0,84.0,64.0,59.0,79.0,61.0,216.0,98.0,81.0,102.0,97.0,55.0,55.0,89.0,66.0,275.0,298.0,2.4,3.4,2.3,5.4,4.2,2.9,3.7,3.3,3.1,1.4,0.6,1.4,3.4,3.9,1.6,3.8,0.2,0.7,8.0
